DateTime,temperature,pressure,flow_rate,vibration_level,valve_position,motor_speed,chemical_concentration
2025-02-01 00:00:00,72.15663211706679,2.844295813593892,116.94592507733871,0.0288771059863186,76.6698260320358,1500.9703383283654,137.90905573436586
2025-02-01 00:01:00,76.1983887636236,2.7776971309562217,125.26814332353838,0.0145192369811344,75.87067593067411,1427.0478576424805,193.1936709849044
2025-02-01 00:02:00,61.76740713698142,2.4304719486870368,117.674389346601,-0.0153028368745884,70.23181094163125,1390.6641042075885,191.1190679619244
2025-02-01 00:03:00,79.13097895660897,2.7821629175974696,132.27199935358718,0.0185825477520145,81.15817832574879,1404.9323697816365,193.7348978814323
2025-02-01 00:04:00,118.37390834197848,3.790858861978854,186.1962169598645,0.0592808886970522,135.500117635276,2290.2937627804035,326.39236000807267
2025-02-01 00:05:00,76.92095908375299,2.534613198331551,140.7669692973099,0.0204508031099303,74.60543910025687,1575.2893450829506,159.35470225161956
2025-02-01 00:06:00,74.88349528236915,3.030355261629138,140.6409868160631,0.0136440640472681,79.64700841987492,1545.9138484778944,158.3392756804028
2025-02-01 00:07:00,78.8358513919743,2.209365529380704,111.48154438602324,0.0137046534662752,77.50514930457229,1391.5317223476882,160.2183499369625
2025-02-01 00:08:00,79.25498787576419,2.6516500509097023,128.6655758220353,0.0317858378164086,77.25284086241868,1540.8107013458769,172.08889558427654
2025-02-01 00:09:00,83.00164937360634,2.5262698696152266,114.41769979430156,0.0353758279405326,85.28311665361812,1393.2787234898717,181.24958362608
2025-02-01 00:10:00,69.51805784649218,2.6377770998995613,120.5798964268614,0.0051373811937499,76.98753427766106,1363.2790012281305,246.25081272198867
2025-02-01 00:11:00,74.1808181459099,2.586689205702181,133.653112750841,0.0109610737425989,79.93272147427382,1210.2667589363837,158.42949686579504
2025-02-01 00:12:00,81.35944096414886,2.5564720103390477,104.45814443923508,0.019463550464711,82.99292198884403,1373.7738160774709,160.80529376613256
2025-02-01 00:13:00,68.68667055180431,2.7210170409193566,110.11154678950476,0.0129120870228785,81.5485384222549,1417.8853267602815,191.2005409241882
2025-02-01 00:14:00,76.41398250999508,2.6681757920340265,103.55221775147982,0.0372064758947165,76.50042006606566,1616.195321230507,176.53079643385414
2025-02-01 00:15:00,80.07495041001117,2.3766183678544053,119.73560138074986,0.0214500581041584,81.90755476896932,1575.5826810710178,183.30197487621203
2025-02-01 00:16:00,120.00212814286846,3.647791699384849,189.5462610690132,0.0368874999166219,113.93036636174328,2418.193206742262,302.7439159696549
2025-02-01 00:17:00,78.14681956134483,2.1547589634141437,129.38490214581728,0.0310722003715364,76.9662482137937,1412.8111273179827,197.5652743772085
2025-02-01 00:18:00,77.89893429844248,2.6014564115181766,120.83727385488577,0.0168920806120021,77.5324532093068,1325.8927500137156,206.59078439351424
2025-02-01 00:19:00,71.79494775779752,2.4778047668588066,98.86549474475098,-0.0006258113637374,78.24618517542126,1516.055829052945,154.16859201589946
2025-02-01 00:20:00,70.77556059333206,2.4807282604856296,108.49339402226994,0.021611684206577,79.46423399742604,1393.6941889826246,169.06918546907207
2025-02-01 00:21:00,83.40355271631924,2.745889217856727,117.69292777587998,0.0132875616487499,79.0557880406694,1624.503188834801,179.66303998401733
2025-02-01 00:22:00,79.17304128034938,2.498561012581929,128.89968197396837,0.018590792946316,86.5500013580497,1535.0419412489184,185.5279900731529
2025-02-01 00:23:00,71.58053198660095,2.5504195026956955,119.59555020763094,0.0271550570543512,80.21648996124797,1478.1816289058086,182.86769355473365
2025-02-01 00:24:00,70.88068777165269,2.572730728969778,132.57570959410648,0.0100673392035535,86.0848733557107,1484.777765491286,154.98146643029696
2025-02-01 00:25:00,81.52823538560065,2.123522433398303,141.4987297748242,0.0225393577722474,76.83747471931999,1762.7879571555666,183.5992786157161
2025-02-01 00:26:00,77.36400744597553,3.034234768845611,124.69074440136002,-0.0015946816040132,85.82277243738748,1401.6522583393005,203.8175108508348
2025-02-01 00:27:00,74.03983154291548,2.4665691741533498,124.56902516192774,0.0180469347151845,78.75132826625735,1349.779951606612,193.59713947486009
2025-02-01 00:28:00,75.62908521559338,2.4957001623028403,115.44906893510536,0.0216057989913774,86.80239347731232,1633.1702861436288,155.40539073871233
2025-02-01 00:29:00,81.63534020037972,2.595561845733244,127.20219340630632,0.0212131875129366,81.91588862767816,1488.8230330968806,194.06942784395912
2025-02-01 00:30:00,69.69558586254422,2.3268142743258604,122.64753590377752,0.0132790731457586,79.55643359501921,1507.012058502807,211.0589361698835
2025-02-01 00:31:00,72.58286303883722,2.799730421305347,116.53402822666467,0.0245142115200598,69.75625048422931,1573.7564742522786,187.7034606901518
2025-02-01 00:32:00,72.26419956330828,2.386610160029271,127.70554323425075,0.0317249761876275,74.84330182711032,1523.9116796839517,186.4443574393379
2025-02-01 00:33:00,73.8727064781997,2.513355111925636,115.07611583850368,0.0199817511691696,79.05121296413772,1484.2718840642929,170.35051138542087
2025-02-01 00:34:00,70.74613956295839,2.418893436205237,133.3699344167363,0.013293383819261,73.4606207535524,1370.017963854846,195.77138622956275
2025-02-01 00:35:00,78.19378938206114,2.574041009209367,121.94207468344352,0.0225327355444253,77.53547851664372,1391.6444255571566,213.90396817081327
2025-02-01 00:36:00,73.47599157101114,2.955601496848112,119.06140230954308,0.0279100150505012,87.45734805492847,1425.7148485770986,157.74839323326526
2025-02-01 00:37:00,75.06307413128958,2.421139167615014,129.4817079030406,0.0202837581704967,83.1082847351011,1491.4574158015942,186.6998440254609
2025-02-01 00:38:00,71.8193409617469,2.587992858528821,127.31149095615883,0.0061519920183276,80.86242348891376,1384.4898004319732,167.01216351132246
2025-02-01 00:39:00,125.8381148678178,3.629691027189711,128.89538954217798,0.0287904411166295,120.80598143345676,2165.8045193135595,281.1677917930512
2025-02-01 00:40:00,82.58879413274971,2.660821578512897,122.38581140004456,0.0203288580632943,78.33569459595554,1644.765491757199,165.28262874314655
2025-02-01 00:41:00,73.42394755922741,2.352342228351898,109.52203924794446,0.0263525578840845,93.21242774020224,1481.1747968408083,175.59627580737987
2025-02-01 00:42:00,71.14043330723949,2.4659565728928805,126.04895197996542,0.0293438980332753,85.86137158906843,1662.7369143788756,147.98721025551575
2025-02-01 00:43:00,78.8559532091783,2.343434501173366,130.14329807905418,0.025863720983206,81.95953115574758,1552.8837639466774,202.0590004600808
2025-02-01 00:44:00,71.88276457036258,2.8262128313739154,132.68565144490802,0.0258001737910153,86.41086979337473,1524.422242356114,188.19445310015192
2025-02-01 00:45:00,80.21518427171642,2.480271913927393,107.6955792304077,0.0083977134599108,75.47239933062787,1694.897475131745,169.80522895426566
2025-02-01 00:46:00,82.60991383550017,2.648105277200789,110.06789154607826,0.0168261459259416,78.57942919020245,1490.025051217272,198.4275989288728
2025-02-01 00:47:00,77.93173511642776,3.0758065344066727,130.49347114400754,0.0396577049827295,72.57623619500038,1513.5656743777129,183.81929092493928
2025-02-01 00:48:00,77.12348330170587,2.722098529941755,123.86155640677572,0.0206272396511349,80.80320363197427,1457.3820202417216,219.87638390591545
2025-02-01 00:49:00,70.18781880987478,2.251298953420825,125.01269581463602,0.003517123846141,79.64197655454049,1404.9016245464984,205.71920820887223
2025-02-01 00:50:00,77.26598486359866,2.419181907495444,119.72029251603205,0.0133189849350163,75.07506517306959,1516.7024648228908,167.09887555307736
2025-02-01 00:51:00,83.07919186051318,2.460493936160063,116.50917720999075,0.0171022405450507,82.57957201560572,1431.510921628145,177.61224571934514
2025-02-01 00:52:00,71.95883970686315,2.118373937556921,97.73939128134926,0.0193829088373512,88.14878919283075,1442.464620855187,224.85440590880927
